Year,Volume,Issue,Title,Authors,Cite As,DOI
2014,60,11,"Push, Pull, or Both? A Behavioral Study of How the Allocation of Inventory Risk Affects Channel Efficiency","Andrew M. Davis, Elena Katok, Natalia Santamaría","Andrew M. Davis, Elena Katok, Natalia Santamaría (2014) Push, Pull, or Both? A Behavioral Study of How the Allocation of Inventory Risk Affects Channel Efficiency. Management Science 60(11):2666-2683",https://doi.org/10.1287/mnsc.2014.1940
2014,60,11,Do Relationships Matter? Evidence from Loan Officer Turnover,"Alejandro Drexler, Antoinette Schoar","Alejandro Drexler, Antoinette Schoar (2014) Do Relationships Matter? Evidence from Loan Officer Turnover. Management Science 60(11):2722-2736",https://doi.org/10.1287/mnsc.2014.1957
2014,60,11,Efficiency Analysis of Cournot Competition in Service Industries with Congestion,"Georgia Perakis, Wei Sun","Georgia Perakis, Wei Sun (2014) Efficiency Analysis of Cournot Competition in Service Industries with Congestion. Management Science 60(11):2684-2700",https://doi.org/10.1287/mnsc.2014.1943
2014,60,11,Strategic Ignorance and the Robustness of Social Preferences,Zachary Grossman,Zachary Grossman (2014) Strategic Ignorance and the Robustness of Social Preferences. Management Science 60(11):2659-2665,https://doi.org/10.1287/mnsc.2014.1989
2014,60,11,Portfolio Choice with Illiquid Assets,"Andrew Ang, Dimitris Papanikolaou, Mark M. Westerfield","Andrew Ang, Dimitris Papanikolaou, Mark M. Westerfield (2014) Portfolio Choice with Illiquid Assets. Management Science 60(11):2737-2761",https://doi.org/10.1287/mnsc.2014.1986
2014,60,11,Price Advertising by Manufacturers and Dealers,"Linli Xu, Kenneth C. Wilbur, S. Siddarth, Jorge M. Silva-Risso","Linli Xu, Kenneth C. Wilbur, S. Siddarth, Jorge M. Silva-Risso (2014) Price Advertising by Manufacturers and Dealers. Management Science 60(11):2816-2834",https://doi.org/10.1287/mnsc.2014.1969
2014,60,11,Seeing Stars: Matthew Effects and Status Bias in Major League Baseball Umpiring,"Jerry W. Kim, Brayden G King","Jerry W. Kim, Brayden G King (2014) Seeing Stars: Matthew Effects and Status Bias in Major League Baseball Umpiring. Management Science 60(11):2619-2644",https://doi.org/10.1287/mnsc.2014.1967
2014,60,11,The Impact of Corporate Sustainability on Organizational Processes and Performance,"Robert G. Eccles, Ioannis Ioannou, George Serafeim","Robert G. Eccles, Ioannis Ioannou, George Serafeim (2014) The Impact of Corporate Sustainability on Organizational Processes and Performance. Management Science 60(11):2835-2857",https://doi.org/10.1287/mnsc.2014.1984
2014,60,11,Conscience Accounting: Emotion Dynamics and Social Behavior,"Uri Gneezy, Alex Imas, Kristóf Madarász","Uri Gneezy, Alex Imas, Kristóf Madarász (2014) Conscience Accounting: Emotion Dynamics and Social Behavior. Management Science 60(11):2645-2658",https://doi.org/10.1287/mnsc.2014.1942
2014,60,11,Positioning on a Multiattribute Landscape,"Ron Adner, Felipe A. Csaszar, Peter B. Zemsky","Ron Adner, Felipe A. Csaszar, Peter B. Zemsky (2014) Positioning on a Multiattribute Landscape. Management Science 60(11):2794-2815",https://doi.org/10.1287/mnsc.2014.1978
2014,60,12,Dynamic Commercialization Strategies for Disruptive Technologies: Evidence from the Speech Recognition Industry,"Matt Marx, Joshua S. Gans, David H. Hsu","Matt Marx, Joshua S. Gans, David H. Hsu (2014) Dynamic Commercialization Strategies for Disruptive Technologies: Evidence from the Speech Recognition Industry. Management Science 60(12):3103-3123",https://doi.org/10.1287/mnsc.2014.2035
2014,60,12,Bargaining Ability and Competitive Advantage: Empirical Evidence from Medical Devices,Matthew Grennan,Matthew Grennan (2014) Bargaining Ability and Competitive Advantage: Empirical Evidence from Medical Devices. Management Science 60(12):3011-3025,https://doi.org/10.1287/mnsc.2014.2006
2014,60,12,What Death Can Tell: Are Executives Paid for Their Contributions to Firm Value?,"Bang Dang Nguyen, Kasper Meisner Nielsen","Bang Dang Nguyen, Kasper Meisner Nielsen (2014) What Death Can Tell: Are Executives Paid for Their Contributions to Firm Value?. Management Science 60(12):2994-3010",https://doi.org/10.1287/mnsc.2014.2011
2014,60,12,Yield Optimization of Display Advertising with Ad Exchange,"Santiago R. Balseiro, Jon Feldman, Vahab Mirrokni, S. Muthukrishnan","Santiago R. Balseiro, Jon Feldman, Vahab Mirrokni, S. Muthukrishnan (2014) Yield Optimization of Display Advertising with Ad Exchange. Management Science 60(12):2886-2907",https://doi.org/10.1287/mnsc.2014.2017
2014,60,12,Improving Penetration Forecasts Using Social Interactions Data,"Olivier Toubia, Jacob Goldenberg, Rosanna Garcia","Olivier Toubia, Jacob Goldenberg, Rosanna Garcia (2014) Improving Penetration Forecasts Using Social Interactions Data. Management Science 60(12):3049-3066",https://doi.org/10.1287/mnsc.2014.1954
2014,60,12,Buy-It-Now or Take-a-Chance: Price Discrimination Through Randomized Auctions,"L. Elisa Celis, Gregory Lewis, Markus Mobius, Hamid Nazerzadeh","L. Elisa Celis, Gregory Lewis, Markus Mobius, Hamid Nazerzadeh (2014) Buy-It-Now or Take-a-Chance: Price Discrimination Through Randomized Auctions. Management Science 60(12):2927-2948",https://doi.org/10.1287/mnsc.2014.2009
2014,60,12,Selecting the Best? Spillover and Shadows in Elimination Tournaments,"Jennifer Brown, Dylan B. Minor","Jennifer Brown, Dylan B. Minor (2014) Selecting the Best? Spillover and Shadows in Elimination Tournaments. Management Science 60(12):3087-3102",https://doi.org/10.1287/mnsc.2014.2014
2014,60,12,When to Sell Your Idea: Theory and Evidence from the Movie Industry,Hong Luo,Hong Luo (2014) When to Sell Your Idea: Theory and Evidence from the Movie Industry. Management Science 60(12):3067-3086,https://doi.org/10.1287/mnsc.2014.1983
2014,60,12,The Distinct Effects of Information Technology and Communication Technology on Firm Organization,"Nicholas Bloom, Luis Garicano, Raffaella Sadun, John Van Reenen","Nicholas Bloom, Luis Garicano, Raffaella Sadun, John Van Reenen (2014) The Distinct Effects of Information Technology and Communication Technology on Firm Organization. Management Science 60(12):2859-2885",https://doi.org/10.1287/mnsc.2014.2013
2014,60,12,Emergent Life Cycle: The Tension Between Knowledge Change and Knowledge Retention in Open Online Coproduction Communities,"Gerald C. Kane, Jeremiah Johnson, Ann Majchrzak","Gerald C. Kane, Jeremiah Johnson, Ann Majchrzak (2014) Emergent Life Cycle: The Tension Between Knowledge Change and Knowledge Retention in Open Online Coproduction Communities. Management Science 60(12):3026-3048",https://doi.org/10.1287/mnsc.2013.1855
2014,60,12,Mean Field Equilibria of Dynamic Auctions with Learning,"Krishnamurthy Iyer, Ramesh Johari, Mukund Sundararajan","Krishnamurthy Iyer, Ramesh Johari, Mukund Sundararajan (2014) Mean Field Equilibria of Dynamic Auctions with Learning. Management Science 60(12):2949-2970",https://doi.org/10.1287/mnsc.2014.2018
2014,60,12,The Value of Operational Flexibility in the Presence of Input and Output Price Uncertainties with Oil Refining Applications,"Lingxiu Dong, Panos Kouvelis, Xiaole Wu","Lingxiu Dong, Panos Kouvelis, Xiaole Wu (2014) The Value of Operational Flexibility in the Presence of Input and Output Price Uncertainties with Oil Refining Applications. Management Science 60(12):2908-2926",https://doi.org/10.1287/mnsc.2014.1996
2014,60,12,"Capital Structure, Product Market Dynamics, and the Boundaries of the Firm","Dirk Hackbarth, Richmond Mathews, David Robinson","Dirk Hackbarth, Richmond Mathews, David Robinson (2014) Capital Structure, Product Market Dynamics, and the Boundaries of the Firm. Management Science 60(12):2971-2993",https://doi.org/10.1287/mnsc.2014.2008
2015,61,1,ICU Admission Control: An Empirical Study of Capacity Allocation and Its Implication for Patient Outcomes,"Song-Hee Kim, Carri W. Chan, Marcelo Olivares, Gabriel Escobar","Song-Hee Kim, Carri W. Chan, Marcelo Olivares, Gabriel Escobar (2015) ICU Admission Control: An Empirical Study of Capacity Allocation and Its Implication for Patient Outcomes. Management Science 61(1):19-38",https://doi.org/10.1287/mnsc.2014.2057
2015,61,1,Marketplace or Reseller?,"Andrei Hagiu, Julian Wright","Andrei Hagiu, Julian Wright (2015) Marketplace or Reseller?. Management Science 61(1):184-203",https://doi.org/10.1287/mnsc.2014.2042
2015,61,1,A Logarithmic Safety Staffing Rule for Contact Centers with Call Blending,"Guodong Pang, Ohad Perry","Guodong Pang, Ohad Perry (2015) A Logarithmic Safety Staffing Rule for Contact Centers with Call Blending. Management Science 61(1):73-91",https://doi.org/10.1287/mnsc.2014.2019
2015,61,1,<i>Management Science</i>—2014 Best Paper Awards,, (2015) <i>Management Science</i>—2014 Best Paper Awards. Management Science 61(1):247-247,https://doi.org/10.1287/mnsc.2014.2122
2015,61,1,Shopping for Information? Diversification and the Network of Industries,"Fernando Anjos, Cesare Fracassi","Fernando Anjos, Cesare Fracassi (2015) Shopping for Information? Diversification and the Network of Industries. Management Science 61(1):161-183",https://doi.org/10.1287/mnsc.2014.2060
2015,61,1,Competing with Privacy,"Ramon Casadesus-Masanell, Andres Hervas-Drane","Ramon Casadesus-Masanell, Andres Hervas-Drane (2015) Competing with Privacy. Management Science 61(1):229-246",https://doi.org/10.1287/mnsc.2014.2023
2015,61,1,"Remanufacturing, Third-Party Competition, and Consumers' Perceived Value of New Products","Vishal V. Agrawal, Atalay Atasu, Koert van Ittersum","Vishal V. Agrawal, Atalay Atasu, Koert van Ittersum (2015) Remanufacturing, Third-Party Competition, and Consumers' Perceived Value of New Products. Management Science 61(1):60-72",https://doi.org/10.1287/mnsc.2014.2099
2015,61,1,Waiting Patiently: An Empirical Study of Queue Abandonment in an Emergency Department,"Robert J. Batt, Christian Terwiesch","Robert J. Batt, Christian Terwiesch (2015) Waiting Patiently: An Empirical Study of Queue Abandonment in an Emergency Department. Management Science 61(1):39-59",https://doi.org/10.1287/mnsc.2014.2058
2015,61,1,"Naiveté, Projection Bias, and Habit Formation in Gym Attendance","Dan Acland, Matthew R. Levy","Dan Acland, Matthew R. Levy (2015) Naiveté, Projection Bias, and Habit Formation in Gym Attendance. Management Science 61(1):146-160",https://doi.org/10.1287/mnsc.2014.2091
2015,61,1,Intertemporal Price Discrimination: Structure and Computation of Optimal Policies,"Omar Besbes, Ilan Lobel","Omar Besbes, Ilan Lobel (2015) Intertemporal Price Discrimination: Structure and Computation of Optimal Policies. Management Science 61(1):92-110",https://doi.org/10.1287/mnsc.2014.2049
2015,61,1,Corporate General Counsel and Financial Reporting Quality,"Justin J. Hopkins, Edward L. Maydew, Mohan Venkatachalam","Justin J. Hopkins, Edward L. Maydew, Mohan Venkatachalam (2015) Corporate General Counsel and Financial Reporting Quality. Management Science 61(1):129-145",https://doi.org/10.1287/mnsc.2014.2072
2015,61,1,Decision Making Under Uncertainty When Preference Information Is Incomplete,"Benjamin Armbruster, Erick Delage","Benjamin Armbruster, Erick Delage (2015) Decision Making Under Uncertainty When Preference Information Is Incomplete. Management Science 61(1):111-128",https://doi.org/10.1287/mnsc.2014.2059
2015,61,1,Vice-Virtue Bundles,"Peggy J. Liu, Kelly L. Haws, Cait Lamberton, Troy H. Campbell, Gavan J. Fitzsimons","Peggy J. Liu, Kelly L. Haws, Cait Lamberton, Troy H. Campbell, Gavan J. Fitzsimons (2015) Vice-Virtue Bundles. Management Science 61(1):204-228",https://doi.org/10.1287/mnsc.2014.2053
2015,61,1,The Asset-Pricing Implications of Government Economic Policy Uncertainty,"Jonathan Brogaard, Andrew Detzel","Jonathan Brogaard, Andrew Detzel (2015) The Asset-Pricing Implications of Government Economic Policy Uncertainty. Management Science 61(1):3-18",https://doi.org/10.1287/mnsc.2014.2044
2015,61,2,"Strategic Resource Allocation: Top-Down, Bottom-Up, and the Value of Strategic Buckets","Jeremy Hutchison-Krupat, Stylianos Kavadias","Jeremy Hutchison-Krupat, Stylianos Kavadias (2015) Strategic Resource Allocation: Top-Down, Bottom-Up, and the Value of Strategic Buckets. Management Science 61(2):391-412",https://doi.org/10.1287/mnsc.2013.1861
2015,61,2,Appointment Scheduling with Limited Distributional Information,"Ho-Yin Mak, Ying Rong, Jiawei Zhang","Ho-Yin Mak, Ying Rong, Jiawei Zhang (2015) Appointment Scheduling with Limited Distributional Information. Management Science 61(2):316-334",https://doi.org/10.1287/mnsc.2013.1881
2015,61,2,Sex Hormones and Competitive Bidding,Burkhard C. Schipper,Burkhard C. Schipper (2015) Sex Hormones and Competitive Bidding. Management Science 61(2):249-266,https://doi.org/10.1287/mnsc.2014.1959
2015,61,2,The Effect of Electronic Commerce on Geographic Purchasing Patterns and Price Dispersion,"Eric Overby, Chris Forman","Eric Overby, Chris Forman (2015) The Effect of Electronic Commerce on Geographic Purchasing Patterns and Price Dispersion. Management Science 61(2):431-453",https://doi.org/10.1287/mnsc.2014.1977
2015,61,2,Identifying Expertise to Extract the Wisdom of Crowds,"David V. Budescu, Eva Chen","David V. Budescu, Eva Chen (2015) Identifying Expertise to Extract the Wisdom of Crowds. Management Science 61(2):267-280",https://doi.org/10.1287/mnsc.2014.1909
2015,61,2,Dynamic Bargaining in a Supply Chain with Asymmetric Demand Information,"Qi Feng, Guoming Lai, Lauren Xiaoyuan Lu","Qi Feng, Guoming Lai, Lauren Xiaoyuan Lu (2015) Dynamic Bargaining in a Supply Chain with Asymmetric Demand Information. Management Science 61(2):301-315",https://doi.org/10.1287/mnsc.2014.1938
2015,61,2,Macroeconomic Volatilities and Long-Run Risks of Asset Prices,"Guofu Zhou, Yingzi Zhu","Guofu Zhou, Yingzi Zhu (2015) Macroeconomic Volatilities and Long-Run Risks of Asset Prices. Management Science 61(2):413-430",https://doi.org/10.1287/mnsc.2014.1962
2015,61,2,A Market Discovery Algorithm to Estimate a General Class of Nonparametric Choice Models,"Garrett van Ryzin, Gustavo Vulcano","Garrett van Ryzin, Gustavo Vulcano (2015) A Market Discovery Algorithm to Estimate a General Class of Nonparametric Choice Models. Management Science 61(2):281-300",https://doi.org/10.1287/mnsc.2014.2040
2015,61,2,Latent Homophily or Social Influence? An Empirical Analysis of Purchase Within a Social Network,"Liye Ma, Ramayya Krishnan, Alan L. Montgomery","Liye Ma, Ramayya Krishnan, Alan L. Montgomery (2015) Latent Homophily or Social Influence? An Empirical Analysis of Purchase Within a Social Network. Management Science 61(2):454-473",https://doi.org/10.1287/mnsc.2014.1928
2015,61,2,Do Incumbents Improve Service Quality in Response to Entry? Evidence from Airlines' On-Time Performance,"Jeffrey T. Prince, Daniel H. Simon","Jeffrey T. Prince, Daniel H. Simon (2015) Do Incumbents Improve Service Quality in Response to Entry? Evidence from Airlines' On-Time Performance. Management Science 61(2):372-390",https://doi.org/10.1287/mnsc.2014.1918
2015,61,2,2014 Reviewers and Guest Associate Editors,, (2015) 2014 Reviewers and Guest Associate Editors. Management Science 61(2):485-486,https://doi.org/10.1287/mnsc.2015.2155
2015,61,2,Sorting Effects of Performance Pay,"Maris Goldmanis, Korok Ray","Maris Goldmanis, Korok Ray (2015) Sorting Effects of Performance Pay. Management Science 61(2):335-353",https://doi.org/10.1287/mnsc.2013.1858
2015,61,2,Timing of Product Allocation: Using Probabilistic Selling to Enhance Inventory Management,"Scott Fay, Jinhong Xie","Scott Fay, Jinhong Xie (2015) Timing of Product Allocation: Using Probabilistic Selling to Enhance Inventory Management. Management Science 61(2):474-484",https://doi.org/10.1287/mnsc.2014.1948
2015,61,2,Do Temporary Increases in Information Asymmetry Affect the Cost of Equity?,"Shai Levi, Xiao-Jun Zhang","Shai Levi, Xiao-Jun Zhang (2015) Do Temporary Increases in Information Asymmetry Affect the Cost of Equity?. Management Science 61(2):354-371",https://doi.org/10.1287/mnsc.2013.1887
2015,61,3,Bargaining for an Assortment,"Goker Aydin, H. Sebastian Heese","Goker Aydin, H. Sebastian Heese (2015) Bargaining for an Assortment. Management Science 61(3):542-559",https://doi.org/10.1287/mnsc.2013.1854
2015,61,3,Prioritization via Stochastic Optimization,"Ali Koç, David P. Morton","Ali Koç, David P. Morton (2015) Prioritization via Stochastic Optimization. Management Science 61(3):586-603",https://doi.org/10.1287/mnsc.2013.1865
2015,61,3,Are People Risk Vulnerable?,"Mickael Beaud, Marc Willinger","Mickael Beaud, Marc Willinger (2015) Are People Risk Vulnerable?. Management Science 61(3):624-636",https://doi.org/10.1287/mnsc.2013.1868
2015,61,3,Speculation Spillovers,"Yu-Jane Liu, Zheng Zhang, Longkai Zhao","Yu-Jane Liu, Zheng Zhang, Longkai Zhao (2015) Speculation Spillovers. Management Science 61(3):649-664",https://doi.org/10.1287/mnsc.2014.1914
